id,team
1659,neglected
1660,krakens esports
1661,team frttt
1662,demury
1663,foreigners
1664,dangerous rose
1665,batagor
1666,mickey mouse
1667,project x
1668,backtoback
1669,vipers clan
1670,labyrinth aura
1671,pxl esports
1672,tempest gaming
1673,red21
1674,team digital
1675,evoza gc
1676,hit gaming clan
1677,team cruelty
1678,reformed gc
1679,something2prove
1680,levitate
1681,ft silvxs
1682,flying high
1683,blater
1684,demigods @ ucsd
1685,mizzou esports
1686,six figures
1687,soleil gaming
1688,aftermath esports
1689,team china
1690,the process
1691,looking for sponsors
1692,area of effect
1693,werder weremem
1694,lasagna gaming
1695,scarlet knights black
1696,dnadiff
1697,unemployed
1698,ultralight team 3
1699,rizz academy
1700,96 bulls
1701,gaming club
1702,w o o p e r
1703,vlg x
1704,6ix shootas
1705,extro
1706,moon raccoons black
1707,$10 dm fee
1708,esp esport
1709,mad lions laurë
1710,vizuprising mafia
1711,asian and co
1712,wook's academy
1713,ucr blue
1714,guasones
1715,defiant
1716,mach5
1717,arcade esports
1718,reformed team
1719,umd premier
1720,realism esports black
1721,tz bluebees
1722,call it luck
1723,entropy
1724,team shmoople
1725,monstros fa
1726,big hot men
1727,overachievers
1728,cgc uic
1729,york university lions
1730,the unlockers 1
1731,pro mix team 1
1732,babyj esports
1733,ge fighting
1734,team velocity(velocity gaming)
1735,rock with googly eyes
1736,genz
1737,azure
1738,spice thieves
1739,return
1740,alexa's pogchamps
1741,nemapau
1742,gang gang
1743,duck gaming
1744,van lyn frost
1745,sanrio
1746,refugee camp
1747,iridescent dreams
1748,csulb black
1749,bandit esc
1750,lionscreed
1751,karma and friends
1752,breakthru gc
1753,skulls esports
1754,dobeg
1755,why so serious
1756,aimpunch.
1757,xinh gai tay to
1758,mix9
1759,we need help
1760,maik esports
1761,indonesia pacific
1762,stone esports
1763,os maridinhos
1764,astro esports
1765,uw white
1766,vite
1767,fish with no eye
1768,athens apollo
1769,sky encore esports
1770,sovereignty white
1771,glass girls
1772,redsea esport
1773,bob l'eponge
1774,edo tensei
1775,endure white
1776,blue team
1777,rabilis burst
1778,aquila
1779,gvsu blue
1780,akron esports
1781,donoobs
1782,next in line
1783,team mãe
1784,team pai
1785,serenity esports
1786,operation strix
1787,kitten gaming<3
1788,team fish taco vice
1789,goofy goobers
1790,team east
1791,team west
1792,zikapangas
1793,xenesis e-sports gc
1794,new boss esports
1795,dexterity gaming
